val_loss,epoch,step
6.508284568786621,0,1243
6.479744911193848,1,2487
6.4711151123046875,2,3731
6.4669389724731445,3,4975
6.464921474456787,4,6219
6.4636993408203125,5,7463
6.463018894195557,6,8707
6.462820053100586,7,9951
