val_loss,epoch,step
6.463597774505615,0,1243
6.4628071784973145,1,2487
6.462990760803223,2,3731
6.461586952209473,3,4975
6.464967250823975,4,6219
6.463526725769043,5,7463
6.4700117111206055,6,8707
